index,Achnanthes;spp.,Actinoptychus;spp.,Asterionella;glacialis,Asterionella;japonica,Asterionella;spp.,Atecados;XXX,Centrica;XXX,Cerataulina;pelagica,Cerataulina;spp.,Ceratium;furca,Ceratium;fusus,Ceratium;spp.,Chaetoceros;convolutus,Chaetoceros;curvisetus,Chaetoceros;debilis,Chaetoceros;socialis,Chaetoceros;spp.,Cianoficea;XXX,Ciliados;spp.,Cistos;XXX,Cloroficea;coccoide,Cocconeis;spp.,Cochlodinium;spp.,Corethron;hystrix,Corethron;spp.,Coscinodiscus;spp.,Cylindrotheca;closterium,Detonula;pumila,Diatomea;XXX,Dictyocha;speculum,Dinophysis;acuminata,Dinophysis;spp.,Diploneis;spp.,Ditylum;brightwellii,Ditylum;spp.,Ebria;XXX,Eucampia;cornuta,Eucampia;spp.,Euglenophyta;XXX,Fitoflagelado;XXX,Flagelado;XXX,Fragilaria;spp.,Grammatophora;marina,Grammatophora;spp.,Guinardia;delicatula,Guinardia;spp.,Gymnodinium;spp.,Gyrodinium;spp.,Gyrosigma;spp.,Heterocapsa;spp.,Lauderia;borialis,Lauderia;spp.,Lepidodinium;aff.chlorophorum,Leptocylindrus;danicus,Leptocylindrus;minimus,Lichmophora;abbreviata,Lichmophora;spp.,Melosira;spp.,Mesodinium;rubrum,Nanoplancton;spp.,Navicula;spp.,Nitzschia;australis,Nitzschia;longissima,Nitzschia;spp.,Odontella;aurita,Odontella;longicruris,Odontella;spp.,Paralia;spp.,Paralia;sulcata,Pellet Fec.Zoo.;spp.,Pennadas;XXX,Pleurosigma;spp.,Polykrikos;spp.,Prorocentrum;spp.,Protoperidinium;spp.,Protozoos;spp.,Pseudo-Nitzschia;seriata,Pseudo-Nitzschia;delicatissima,Pseudo-Nitzschia;spp.,Rhizosolenia;aff.setigera,Rhizosolenia;delicatula,Rhizosolenia;fragilissima,Rhizosolenia;spp.,Rhizosolenia;stolterforthii,Scrippsiella;spp.,Skeletonema;costatum,Skeletonema;spp.,Stephanopyxis;spp.,Stephanopyxis;turris,Tecados;XXX,Thalassionema;nitzschioides,Thalassionema;spp.,Thalassiosira;rotula,Thalassiosira;spp.,Thalassiosira;subtilis,Thalassiotrix;frauenfeldii,Thalassiotrix;spp.,Tintinidos;spp.,Torodinium;spp.
1994/01/21,-0.082659443,-0.130485729,-0.165848098,-0.157006422,-0.113390341,6.763959925,-0.091110617,-0.134672834,-0.136274211,-0.233279447,-0.198122883,-0.191737994,-0.194892727,-0.122599122,-0.15866319,-0.170503902,-0.326696135,-0.139782736,-0.124788757,-0.171017742,-0.197529694,-0.099590588,-0.083501058,-0.181840622,-0.174510259,-0.267696748,-0.089462247,-0.218001746,-0.170086079,-0.235926842,-0.340060754,-0.214293457,-0.155748504,-0.088868321,-0.178347691,9.356136354,-0.132023669,-0.194382489,0.604447548,-0.060276398,-0.22647649,-0.117683671,-0.237343458,-0.138204312,-0.126895569,-0.127080841,-0.095800478,-0.357408098,-0.190749795,-0.205364399,-0.112523088,-0.110582073,-0.068291644,-0.132713078,3.328416863,-0.121793854,-0.262772247,-0.12619813,-0.19553799,3.330762439,-0.475655131,-0.10921869,-0.159569877,-0.122719828,-0.19255991,-0.189402319,-0.124727662,-0.200075035,-0.332884107,-0.243821637,0.15398628,-0.222493043,-0.084564295,-0.126852763,-0.469813347,0.496181589,-0.235560672,-0.122939669,-0.178535857,-0.14416996,1.192197067,-0.09729191,-0.134446813,-0.190354029,-0.183378896,-0.249964115,-0.129789164,-0.234621665,-0.079157353,-0.071834471,-0.45707922,-0.20793647,-0.134967248,-0.318834792,-0.132231389,-0.156198835,-0.128607861,-0.174589471,-0.244087344
1994/02/07,-0.082659443,-0.130485729,-0.165848098,-0.157006422,-0.113390341,-0.492117464,-0.091110617,-0.134672834,-0.136274211,6.754956318,-0.198122883,-0.191737994,-0.194892727,-0.122599122,-0.15866319,9.607615362,-0.232340212,-0.139782736,-0.124788757,11.32237149,-0.197529694,-0.099590588,-0.083501058,-0.181840622,-0.174510259,-0.267696748,0.354932793,-0.012044656,-0.170086079,3.13554565,-0.340060754,-0.214293457,-0.155748504,-0.088868321,-0.178347691,-0.195397044,-0.132023669,-0.194382489,-0.231859742,-0.060276398,-0.22647649,-0.117683671,-0.237343458,-0.138204312,-0.126895569,-0.127080841,-0.095800478,-0.357408098,-0.190749795,-0.205364399,-0.112523088,-0.110582073,-0.068291644,-0.116369304,-0.146294863,-0.121793854,-0.262772247,2.439682322,-0.19553799,1.548856375,-0.475655131,-0.10921869,-0.159569877,0.20537837,-0.19255991,-0.189402319,-0.124727662,-0.200075035,-0.332884107,-0.243821637,-0.047503407,-0.222493043,-0.084564295,-0.126852763,-0.469813347,-0.193196458,-0.235560672,-0.122939669,-0.178535857,-0.14416996,1.678876024,-0.09729191,-0.091567451,-0.190354029,-0.183378896,-0.249964115,-0.129789164,-0.234621665,-0.079157353,-0.071834471,-0.45707922,-0.20793647,-0.134967248,-0.317676444,-0.132231389,-0.156198835,-0.128607861,-0.174589471,-0.244087344
1994/02/21,-0.082659443,-0.130485729,-0.165848098,-0.157006422,-0.113390341,-0.492117464,-0.091110617,-0.134672834,-0.136274211,-0.233279447,-0.198122883,-0.191737994,-0.194892727,-0.122599122,-0.15866319,4.70990886,3.737710613,-0.139782736,-0.124788757,-0.171017742,-0.197529694,-0.099590588,-0.083501058,-0.181840622,-0.174510259,-0.267696748,4.584092256,-0.218001746,-0.170086079,1.449809404,-0.340060754,-0.214293457,-0.155748504,-0.088868321,-0.178347691,-0.195397044,-0.132023669,-0.194382489,-0.231859742,-0.060276398,-0.22647649,-0.117683671,-0.237343458,-0.138204312,-0.126895569,-0.127080841,-0.095800478,-0.357408098,-0.190749795,-0.205364399,-0.112523088,-0.110582073,-0.068291644,-0.107380229,-0.146294863,-0.121793854,-0.262772247,-0.12619813,-0.19553799,1.648054193,-0.475655131,-0.10921869,-0.159569877,0.547268307,-0.19255991,-0.189402319,-0.124727662,-0.200075035,-0.332884107,-0.243821637,-0.237588017,-0.222493043,-0.084564295,-0.126852763,-0.469813347,-0.193196458,-0.235560672,-0.122939669,-0.178535857,-0.14416996,-0.016011741,-0.09729191,-0.134446813,-0.190354029,-0.183378896,-0.249964115,-0.129789164,-0.234621665,-0.079157353,-0.071834471,-0.45707922,-0.20793647,-0.134967248,-0.369029866,-0.132231389,-0.156198835,-0.128607861,-0.174589471,-0.244087344
1994/03/07,-0.082659443,-0.130485729,-0.165848098,-0.157006422,-0.113390341,4.969446162,-0.091110617,-0.134672834,-0.136274211,-0.233279447,-0.198122883,-0.191737994,-0.194892727,-0.122599122,-0.15866319,-0.090992453,2.108408158,0.273153146,-0.124788757,-0.171017742,1.682220637,-0.099590588,-0.083501058,-0.181840622,-0.174510259,-0.267696748,13.12388361,-0.210373705,-0.170086079,-0.235926842,-0.340060754,-0.214293457,-0.155748504,-0.088868321,-0.178347691,-0.195397044,-0.132023669,-0.194382489,-0.231859742,2.009206593,-0.22647649,-0.117683671,-0.237343458,-0.138204312,-0.126895569,-0.127080841,-0.095800478,-0.357408098,-0.190749795,-0.205364399,-0.112523088,-0.110582073,-0.068291644,-0.132713078,-0.146294863,-0.121793854,-0.262772247,-0.12619813,-0.19553799,4.873549553,-0.475655131,-0.10921869,-0.159569877,0.248931228,-0.19255991,-0.189402319,-0.124727662,-0.200075035,-0.332884107,-0.243821637,0.545560578,-0.222493043,-0.084564295,-0.126852763,-0.469813347,-0.193196458,-0.235560672,-0.122939669,-0.178535857,-0.14416996,-0.279157922,-0.09729191,-0.134446813,-0.190354029,-0.183378896,-0.249964115,-0.129789164,-0.234621665,-0.079157353,-0.071834471,-0.45707922,-0.20793647,-0.134967248,-0.40493865,-0.132231389,-0.156198835,-0.128607861,-0.174589471,-0.244087344
1994/03/21,-0.082659443,-0.130485729,-0.165848098,-0.157006422,-0.113390341,3.526032918,-0.091110617,-0.134672834,-0.136274211,-0.233279447,-0.198122883,-0.191737994,-0.194892727,-0.122599122,-0.15866319,1.110624326,2.364758658,0.086041574,-0.124788757,-0.171017742,-0.197529694,-0.099590588,-0.083501058,-0.181840622,-0.174510259,6.03465401,13.64975107,-0.11120918,-0.170086079,-0.235926842,-0.340060754,-0.214293457,-0.155748504,-0.088868321,-0.178347691,-0.195397044,-0.132023669,-0.194382489,-0.231859742,0.663264648,-0.22647649,-0.117683671,-0.237343458,-0.138204312,-0.126895569,-0.127080841,-0.095800478,-0.357408098,-0.190749795,-0.205364399,-0.112523088,-0.110582073,-0.068291644,-0.127265153,-0.146294863,-0.121793854,-0.262772247,-0.12619813,-0.19553799,3.587110484,-0.475655131,-0.10921869,-0.159569877,0.690266858,-0.19255991,-0.189402319,-0.124727662,-0.200075035,-0.332884107,-0.243821637,0.072249898,-0.222493043,-0.084564295,-0.126852763,-0.469813347,-0.193196458,-0.235560672,-0.122939669,-0.178535857,-0.124836404,-0.279157922,-0.09729191,-0.134446813,-0.190354029,-0.183378896,-0.249964115,-0.129789164,-0.234621665,-0.079157353,-0.071834471,-0.45707922,-0.20793647,-0.134967248,-0.294509486,-0.132231389,-0.156198835,-0.128607861,-0.174589471,-0.244087344
1994/04/07,-0.082659443,-0.130485729,-0.165848098,-0.157006422,-0.113390341,-0.492117464,-0.091110617,-0.134672834,-0.136274211,-0.233279447,-0.198122883,-0.191737994,-0.194892727,-0.122599122,-0.15866319,-0.170503902,-0.27968727,-0.139782736,-0.124788757,-0.171017742,0.742345472,-0.099590588,-0.083501058,-0.181840622,-0.174510259,-0.267696748,8.205911831,-0.038742797,-0.170086079,-0.235926842,-0.340060754,-0.214293457,-0.155748504,0.042635742,-0.178347691,-0.195397044,-0.132023669,2.178872382,-0.231859742,-0.060276398,-0.22647649,-0.117683671,-0.237343458,-0.138204312,-0.126895569,-0.127080841,-0.095800478,-0.357408098,-0.190749795,-0.205364399,-0.112523088,-0.110582073,-0.068291644,-0.132713078,-0.146294863,-0.121793854,-0.262772247,-0.12619813,-0.19553799,5.954283673,-0.475655131,-0.10921869,-0.159569877,0.922548768,-0.19255991,-0.189402319,-0.124727662,-0.200075035,-0.332884107,-0.243821637,-0.237588017,-0.222493043,-0.084564295,-0.126852763,-0.469813347,2.564315732,-0.235560672,-0.122939669,-0.178535857,-0.14416996,-0.279157922,-0.09729191,-0.048688089,-0.190354029,-0.183378896,-0.249964115,-0.129789164,-0.234621665,-0.079157353,-0.071834471,0.535079378,-0.20793647,-0.134967248,-0.088323564,-0.132231389,-0.156198835,-0.128607861,-0.174589471,-0.244087344
1994/04/21,-0.082659443,-0.130485729,-0.165848098,-0.157006422,-0.113390341,0.288105911,-0.091110617,-0.134672834,-0.136274211,-0.233279447,-0.198122883,-0.191737994,-0.194892727,-0.122599122,-0.15866319,0.306564794,-0.252631808,11.61275959,-0.124788757,-0.171017742,16.72022329,-0.099590588,-0.083501058,-0.181840622,-0.174510259,-0.267696748,2.725039673,0.037537607,-0.170086079,-0.235926842,-0.340060754,-0.214293457,-0.155748504,-0.088868321,-0.178347691,-0.195397044,-0.132023669,-0.194382489,-0.231859742,-0.060276398,-0.22647649,-0.117683671,-0.237343458,-0.138204312,-0.126895569,-0.127080841,-0.095800478,-0.357408098,-0.190749795,-0.205364399,-0.112523088,-0.110582073,-0.068291644,-0.132713078,-0.146294863,-0.121793854,-0.262772247,-0.12619813,-0.19553799,6.097859462,-0.475655131,-0.10921869,-0.159569877,0.305549944,-0.19255991,-0.189402319,-0.124727662,-0.200075035,-0.332884107,-0.243821637,0.142581204,-0.222493043,-0.084564295,-0.126852763,-0.469813347,-0.193196458,-0.235560672,-0.122939669,-0.178535857,-0.14416996,-0.279157922,-0.09729191,0.015630954,-0.190354029,-0.183378896,-0.249964115,-0.129789164,-0.234621665,-0.079157353,-0.071834471,1.527237975,-0.20793647,-0.134967248,0.189679926,-0.132231389,-0.156198835,-0.128607861,-0.174589471,-0.244087344
1994/05/07,-0.082659443,-0.130485729,-0.165848098,-0.157006422,-0.113390341,0.288105911,-0.091110617,-0.134672834,-0.136274211,-0.233279447,-0.198122883,-0.191737994,-0.194892727,-0.122599122,-0.15866319,-0.170503902,-0.336052816,3.770203897,-0.124788757,-0.171017742,7.32147163,-0.099590588,-0.083501058,-0.181840622,-0.174510259,-0.267696748,-0.237593927,-0.218001746,-0.170086079,-0.235926842,-0.340060754,-0.214293457,-0.155748504,-0.088868321,-0.178347691,1.85869616,-0.132023669,-0.194382489,-0.231859742,-0.060276398,-0.22647649,-0.117683671,-0.237343458,-0.138204312,-0.126895569,-0.127080841,-0.095800478,-0.357408098,-0.190749795,-0.205364399,-0.112523088,-0.110582073,-0.068291644,-0.132713078,-0.146294863,-0.121793854,-0.262772247,-0.12619813,-0.19553799,4.26792077,-0.475655131,-0.10921869,-0.159569877,-0.195307925,-0.19255991,-0.189402319,-0.124727662,-0.200075035,-0.332884107,9.273630718,-0.085520329,-0.222493043,-0.084564295,-0.126852763,-0.469813347,-0.193196458,-0.235560672,-0.122939669,-0.178535857,-0.14416996,-0.279157922,-0.09729191,-0.134446813,-0.190354029,-0.183378896,-0.249964115,-0.129789164,-0.234621665,-0.079157353,-0.071834471,-0.45707922,-0.20793647,-0.134967248,-0.389494012,-0.132231389,-0.156198835,-0.128607861,-0.174589471,-0.244087344
1994/05/21,-0.082659443,-0.130485729,-0.165848098,-0.157006422,-0.113390341,-0.102005777,-0.091110617,-0.134672834,-0.136274211,-0.233279447,-0.198122883,-0.191737994,-0.194892727,-0.122599122,-0.15866319,-0.170503902,-0.334925505,10.66752355,-0.124788757,-0.171017742,10.14109713,-0.099590588,-0.083501058,-0.181840622,-0.174510259,0.071139314,-0.237593927,-0.210373705,-0.170086079,-0.235926842,-0.340060754,-0.214293457,-0.155748504,-0.088868321,-0.178347691,-0.195397044,-0.132023669,-0.194382489,-0.231859742,-0.060276398,-0.22647649,-0.117683671,-0.237343458,-0.138204312,-0.126895569,-0.127080841,-0.095800478,-0.357408098,-0.190749795,-0.205364399,-0.112523088,-0.110582073,-0.068291644,-0.132713078,-0.146294863,-0.121793854,-0.262772247,-0.12619813,-0.19553799,3.278553061,-0.375104167,-0.10921869,-0.159569877,-0.195307925,-0.19255991,-0.189402319,-0.124727662,-0.200075035,-0.332884107,9.273630718,-0.228083787,-0.222493043,-0.084564295,-0.126852763,-0.469813347,-0.193196458,-0.235560672,-0.122939669,-0.178535857,-0.14416996,-0.279157922,-0.09729191,-0.134446813,-0.190354029,-0.183378896,-0.249964115,-0.129789164,-0.234621665,-0.079157353,-0.071834471,-0.20903957,-0.20793647,-0.134967248,-0.372118794,-0.132231389,-0.156198835,-0.128607861,-0.174589471,-0.244087344
1994/06/07,-0.082659443,-0.130485729,-0.156676375,-0.157006422,-0.113390341,-0.011980003,-0.091110617,-0.134672834,-0.136274211,0.841833748,-0.198122883,-0.191737994,0.03647177,-0.122599122,-0.15866319,-0.170503902,-0.336009457,-0.139782736,-0.124788757,0.27103569,-0.197529694,-0.075642012,-0.083501058,-0.008202578,-0.174510259,-0.215568123,-0.22050181,-0.218001746,-0.131913533,-0.166210703,-0.340060754,0.198291423,-0.155748504,-0.08254601,-0.178347691,-0.195397044,-0.132023669,-0.194382489,-0.167528412,-0.060276398,-0.091534321,-0.117683671,-0.144370456,-0.138204312,-0.126895569,-0.127080841,-0.087695882,-0.264057893,-0.190749795,-0.205364399,-0.112523088,-0.104354491,-0.068291644,-0.129150973,-0.141145424,-0.121793854,-0.206817129,-0.12619813,-0.093627132,-0.404015321,-0.061849241,-0.10921869,-0.159569877,-0.184698895,-0.19255991,-0.146643438,-0.124727662,-0.200075035,-0.00233618,-0.060793707,-0.190797959,-0.053573983,-0.084564295,-0.124728108,-0.415825264,-0.166681918,-0.234379781,-0.122939669,-0.178535857,-0.14416996,-0.270451679,-0.09729191,-0.134446813,-0.030098895,-0.081730593,-0.245260455,-0.129789164,-0.234621665,-0.079157353,-0.071834471,0.426959531,-0.162145682,-0.134967248,-0.367069585,-0.132231389,-0.119201136,-0.128607861,0.106509368,-0.244087344
1994/06/21,-0.072948478,-0.130485729,-0.159460648,-0.134107747,-0.094453734,-0.231114169,-0.091110617,-0.129406187,-0.136274211,0.5154601,-0.198122883,0.400214797,-0.141183111,-0.122599122,-0.15866319,-0.170503902,-0.334726883,-0.139782736,-0.124788757,0.239460444,-0.197529694,0.078313119,-0.083501058,-0.101222959,-0.174510259,-0.219291596,-0.21378705,-0.218001746,-0.134640143,-0.187158743,-0.340060754,0.551935605,0.769837479,-0.081823461,-0.145863517,-0.195397044,-0.132023669,-0.194382489,-0.231859742,-0.058424015,-0.104514472,-0.117683671,-0.04869189,0.013064201,-0.126895569,-0.127080841,-0.076233668,-0.100828392,-0.190749795,-0.205364399,-0.112523088,-0.110582073,-0.067965571,-0.132713078,-0.14388319,-0.121793854,-0.210813924,-0.118714312,-0.077248601,-0.406583716,-0.156525524,-0.10921869,-0.159569877,-0.188567602,-0.19255991,-0.189402319,-0.124727662,0.216605468,-0.102681086,-0.243821637,-0.203734853,0.138269807,-0.084564295,-0.123893422,-0.194088494,-0.012645065,-0.232271047,-0.122939669,-0.17802453,-0.135884151,-0.275115738,-0.09729191,-0.129086892,-0.175473195,0.005396524,-0.24221552,-0.129789164,-0.182476041,-0.078764456,-0.071834471,-0.076358044,-0.144156444,-0.134967248,-0.380475447,-0.132231389,0.336222912,-0.128607861,-0.174589471,-0.192325983
1994/07/07,-0.082659443,-0.130485729,-0.165848098,-0.157006422,-0.113390341,0.678217598,-0.091110617,-0.134672834,-0.136274211,-0.233279447,-0.198122883,-0.191737994,-0.194892727,-0.122599122,-0.15866319,-0.170503902,-0.340562059,-0.120426367,-0.124788757,-0.171017742,6.381596465,-0.099590588,-0.083501058,-0.181840622,-0.174510259,-0.267696748,-0.237593927,-0.218001746,-0.170086079,-0.235926842,-0.340060754,-0.214293457,-0.155748504,-0.088868321,-0.178347691,-0.195397044,-0.132023669,-0.194382489,-0.231859742,-0.060276398,-0.22647649,-0.117683671,-0.237343458,-0.138204312,-0.126895569,-0.127080841,-0.095800478,0.128012968,-0.190749795,-0.205364399,-0.112523088,-0.110582073,-0.068291644,-0.132713078,-0.146294863,-0.121793854,-0.262772247,-0.12619813,-0.19553799,-0.258632284,-0.475655131,-0.10921869,-0.159569877,-0.188049115,-0.19255991,-0.189402319,-0.124727662,-0.200075035,-0.332884107,9.273630718,-0.237588017,-0.222493043,-0.084564295,-0.126852763,-0.469813347,-0.193196458,-0.235560672,-0.122939669,-0.178535857,-0.14416996,-0.279157922,-0.09729191,-0.134446813,-0.190354029,-0.183378896,-0.249964115,-0.129789164,-0.234621665,-0.079157353,-0.071834471,-0.45707922,-0.20793647,-0.134967248,-0.385632853,-0.132231389,-0.156198835,-0.128607861,-0.174589471,-0.244087344
1994/07/21,-0.082659443,-0.130485729,-0.165848098,-0.157006422,-0.113390341,1.458440973,-0.091110617,-0.134672834,-0.136274211,-0.233279447,-0.198122883,-0.191737994,-0.194892727,-0.122599122,-0.15866319,-0.170503902,-0.336052816,0.034424589,-0.124788757,-0.171017742,5.441721299,-0.099590588,-0.083501058,-0.181840622,-0.174510259,-0.267696748,-0.237593927,-0.218001746,-0.170086079,-0.235926842,-0.340060754,-0.214293457,-0.155748504,-0.088868321,-0.178347691,-0.195397044,-0.132023669,-0.194382489,-0.231859742,-0.060276398,-0.22647649,-0.117683671,-0.237343458,-0.138204312,-0.126895569,-0.127080841,-0.095800478,-0.357408098,-0.190749795,-0.205364399,-0.112523088,-0.110582073,-0.068291644,-0.132713078,-0.146294863,-0.121793854,-0.262772247,-0.12619813,-0.19553799,0.957846218,-0.475655131,-0.10921869,-0.159569877,-0.195307925,-0.19255991,-0.189402319,-0.124727662,-0.200075035,-0.332884107,4.51490454,-0.199571095,-0.222493043,-0.084564295,-0.126852763,-0.469813347,-0.193196458,-0.235560672,-0.122939669,-0.178535857,-0.14416996,-0.279157922,-0.09729191,-0.113007132,-0.190354029,-0.183378896,-0.168434018,-0.129789164,-0.234621665,-0.079157353,-0.071834471,-0.45707922,-0.20793647,-0.134967248,-0.358604735,-0.132231389,-0.156198835,-0.128607861,-0.174589471,-0.244087344
1994/08/07,-0.082659443,-0.130485729,-0.165848098,-0.157006422,-0.113390341,-0.102005777,-0.091110617,-0.134672834,-0.136274211,-0.233279447,-0.198122883,-0.191737994,-0.194892727,-0.122599122,-0.15866319,-0.170503902,-0.340562059,1.402274698,-0.124788757,-0.171017742,4.501846134,0.523072388,-0.083501058,-0.181840622,-0.174510259,-0.267696748,-0.237593927,-0.218001746,-0.170086079,-0.05466488,-0.340060754,-0.214293457,-0.155748504,-0.088868321,-0.178347691,-0.195397044,-0.132023669,-0.194382489,-0.231859742,-0.060276398,-0.22647649,-0.117683671,-0.237343458,-0.138204312,-0.126895569,-0.127080841,-0.095800478,-0.357408098,-0.190749795,-0.205364399,-0.112523088,-0.110582073,-0.068291644,-0.132713078,-0.146294863,-0.121793854,-0.262772247,-0.12619813,-0.19553799,1.318090925,-0.475655131,-0.10921869,-0.159569877,-0.180790306,-0.19255991,-0.189402319,-0.124727662,-0.200075035,-0.332884107,4.51490454,-0.237588017,-0.222493043,-0.084564295,-0.126852763,-0.469813347,-0.193196458,-0.235560672,-0.122939669,-0.178535857,-0.14416996,-0.279157922,-0.09729191,-0.134446813,-0.190354029,-0.183378896,-0.249964115,-0.129789164,-0.234621665,-0.079157353,-0.071834471,-0.45707922,-0.20793647,-0.134967248,-0.377910533,-0.132231389,-0.156198835,-0.128607861,-0.174589471,-0.244087344
1994/08/21,-0.082659443,-0.130485729,-0.165848098,-0.157006422,-0.113390341,1.458440973,-0.091110617,-0.134672834,-0.136274211,-0.233279447,-0.198122883,-0.191737994,-0.194892727,-0.122599122,-0.15866319,-0.170503902,-0.338307437,6.196202203,-0.124788757,-0.171017742,6.381596465,-0.099590588,-0.083501058,-0.181840622,-0.174510259,-0.267696748,-0.089462247,-0.218001746,-0.170086079,-0.235926842,-0.340060754,-0.214293457,-0.155748504,-0.088868321,-0.178347691,-0.195397044,-0.132023669,-0.194382489,-0.231859742,-0.060276398,-0.22647649,-0.117683671,-0.237343458,-0.138204312,-0.126895569,-0.127080841,-0.095800478,-0.357408098,-0.190749795,-0.205364399,-0.112523088,-0.110582073,-0.068291644,-0.132713078,-0.145593892,-0.121793854,-0.262772247,-0.12619813,-0.19553799,2.419708796,-0.475655131,-0.10921869,-0.159569877,-0.188049115,-0.19255991,-0.189402319,-0.124727662,-0.200075035,-0.332884107,4.51490454,-0.199571095,-0.222493043,-0.084564295,-0.126852763,-0.469813347,-0.193196458,-0.235560672,-0.122939669,-0.178535857,-0.14416996,-0.279157922,-0.09729191,-0.134446813,-0.190354029,-0.183378896,-0.239772853,-0.129789164,-0.234621665,-0.079157353,-0.071834471,-0.126359687,-0.20793647,-0.134967248,-0.31999314,-0.132231389,-0.156198835,-0.128607861,-0.174589471,-0.244087344
1994/09/07,-0.082659443,-0.130485729,-0.165848098,-0.157006422,-0.113390341,0.288105911,-0.091110617,-0.134672834,-0.136274211,-0.233279447,-0.198122883,-0.191737994,-0.194892727,-0.122599122,-0.15866319,-0.170503902,-0.339434748,17.72614628,-0.124788757,-0.171017742,-0.197529694,-0.099590588,-0.083501058,-0.181840622,-0.174510259,-0.267696748,0.206801113,-0.218001746,-0.170086079,-0.05466488,-0.340060754,-0.214293457,-0.155748504,-0.088868321,-0.178347691,-0.195397044,-0.132023669,-0.194382489,-0.231859742,-0.060276398,-0.22647649,-0.117683671,-0.237343458,-0.138204312,-0.126895569,-0.127080841,-0.095800478,-0.357408098,-0.190749795,-0.205364399,-0.112523088,-0.110582073,-0.068291644,-0.132713078,-0.137883214,-0.121793854,-0.262772247,-0.12619813,-0.19553799,10.67923236,-0.375104167,-0.10921869,-0.159569877,-0.06464935,-0.19255991,-0.189402319,-0.124727662,-0.200075035,-0.332884107,-0.243821637,-0.066511868,-0.222493043,-0.084564295,-0.126852763,-0.469813347,-0.193196458,-0.235560672,-0.122939669,-0.178535857,-0.14416996,-0.279157922,-0.09729191,-0.134446813,-0.190354029,-0.183378896,-0.219390329,-0.129789164,-0.234621665,-0.079157353,-0.071834471,-0.45707922,-0.20793647,-0.134967248,-0.296826182,-0.132231389,-0.156198835,-0.128607861,-0.174589471,-0.244087344
1994/09/21,-0.082659443,-0.130485729,-0.165848098,-0.157006422,-0.113390341,-0.102005777,-0.091110617,-0.134672834,-0.136274211,-0.233279447,-0.198122883,-0.191737994,-0.194892727,-0.122599122,-0.15866319,-0.170503902,-0.340562059,-0.139782736,-0.124788757,-0.171017742,-0.197529694,0.523072388,-0.083501058,-0.181840622,-0.174510259,-0.267696748,-0.089462247,-0.218001746,-0.170086079,-0.05466488,-0.340060754,-0.214293457,-0.155748504,-0.088868321,-0.178347691,-0.195397044,-0.132023669,-0.194382489,-0.231859742,-0.060276398,-0.22647649,-0.117683671,-0.237343458,-0.138204312,-0.126895569,-0.127080841,-0.095800478,-0.357408098,-0.190749795,-0.205364399,-0.112523088,-0.110582073,-0.068291644,-0.132713078,-0.146294863,-0.121793854,-0.262772247,-0.12619813,-0.19553799,0.112054298,-0.475655131,-0.10921869,-0.159569877,-0.188049115,-0.19255991,-0.189402319,-0.124727662,-0.200075035,-0.332884107,-0.243821637,0.009521976,-0.222493043,-0.084564295,-0.126852763,-0.469813347,-0.193196458,-0.235560672,-0.122939669,-0.178535857,-0.14416996,-0.279157922,-0.09729191,-0.134446813,-0.190354029,-0.183378896,-0.215993241,-0.129789164,-0.234621665,-0.079157353,-0.071834471,-0.45707922,-0.20793647,-0.134967248,-0.308409661,-0.132231389,-0.156198835,-0.128607861,-0.174589471,-0.244087344
1994/10/07,-0.082659443,-0.130485729,-0.165848098,-0.157006422,-0.113390341,1.068329286,-0.091110617,-0.134672834,-0.136274211,-0.233279447,-0.198122883,-0.191737994,-0.194892727,-0.122599122,-0.15866319,-0.170503902,-0.340562059,-0.139782736,-0.124788757,-0.171017742,-0.197529694,-0.099590588,-0.083501058,-0.181840622,-0.174510259,-0.267696748,-0.089462247,-0.218001746,-0.170086079,-0.05466488,-0.340060754,-0.214293457,-0.155748504,-0.088868321,-0.178347691,-0.195397044,-0.132023669,-0.194382489,-0.231859742,-0.060276398,-0.22647649,-0.117683671,0.299833888,-0.138204312,-0.126895569,-0.127080841,-0.095800478,-0.357408098,-0.190749795,-0.205364399,-0.112523088,-0.110582073,-0.068291644,-0.132713078,-0.14349098,-0.121793854,-0.262772247,-0.12619813,-0.19553799,-0.03413196,-0.274553203,-0.10921869,-0.159569877,-0.180790306,-0.19255991,-0.189402319,-0.124727662,-0.200075035,-0.332884107,4.51490454,-0.10452879,-0.222493043,-0.084564295,-0.126852763,-0.469813347,-0.193196458,-0.235560672,-0.122939669,-0.178535857,-0.14416996,-0.279157922,-0.09729191,-0.134446813,-0.190354029,-0.183378896,-0.239772853,-0.129789164,-0.234621665,-0.079157353,-0.071834471,-0.291719453,-0.20793647,-0.134967248,-0.350882416,-0.132231389,-0.156198835,-0.128607861,-0.174589471,-0.244087344
