index,Achnanthes;spp.,Alexandrium;catenella,Asterionella;glacialis,Asterionellopsis;glacialis,Atecados;XXX,Cerataulina;pelagica,Ceratium;furca,Ceratium;fusus,Chaetoceros;convolutus,Chaetoceros;spp.,Ciliados;spp.,Cistos;XXX,Cocconeis;spp.,Corethron;hystrix,Corethron;spp.,Coscinodiscus;spp.,Cylindrotheca;closterium,Detonula;pumila,Dictyocha;speculum,Dinophysis;acuminata,Dinophysis;acuta,Diplopsalis;spp.,Ditylum;brightwellii,Ebria;XXX,Eucampia;spp.,Eucampia;zodiacus,Euglenophyta;XXX,Flagelado;XXX,Grammatophora;marina,Grammatophora;spp.,Guinardia;delicatula,Guinardia;spp.,Gymnodinium;spp.,Gyrodinium;spp.,Gyrosigma;spp.,Heterocapsa;spp.,Lauderia;spp.,Lepidodinium;aff chlorophorum,Leptocylindrus;danicus,Leptocylindrus;mediterraneus,Leptocylindrus;minimus,Lichmophora;spp.,Melosira;spp.,Mesodinium;rubrum,Nanoplancton;spp.,Navicula;spp.,Nitzschia;longissima,Nitzschia;spp.,Odontella;aurita,Oxitoxum;spp.,Paralia;spp.,Paralia;sulcata,Pennadas;XXX,Pleurosigma;spp.,Prorocentrum;micans,Protoperidinium;spp.,Pseudo-Nitzschia;seriata,Pseudo-Nitzschia;delicatissima,Pseudo-Nitzschia;spp.,Rhizosolenia;aff. setigera,Rhizosolenia;delicatula,Rhizosolenia;spp.,Scrippsiella;spp.,Skeletonema;costatum,Skeletonema;spp.,Stephanopyxis;spp.,Tecados;XXX,Thalassionema;nitzschioides,Thalassiosira;minima,Thalassiosira;spp.,Thalassiotrix;frauenfeldii,Thalassiotrix;spp.,Tintinidos;spp.
2004/06/07,-0.140098285,-0.132571897,-0.22249409,-0.149678939,-0.597941656,-0.121149509,-0.262390414,-0.239071875,-0.256067922,-0.399068217,-0.186630155,-0.181952901,-0.20387063,-0.271169608,-0.212292225,-0.132937169,-0.208312937,-0.247585212,-0.419577544,-0.302756803,-0.220904883,-0.297053137,0.709443019,-0.364467783,-0.214515305,-0.11319782,-0.272474999,-0.180479786,-0.192032669,-0.06835728,-0.244543887,-0.137134479,-0.102586227,-0.384276788,-0.23180336,-0.117327734,-0.10834958,-0.089738832,-0.100431695,-0.103047596,-0.162423846,-0.361257644,0.652713445,-0.329645591,-0.094258482,-0.112171524,-0.205967822,-0.183383287,-0.162218802,-0.24712035,-0.223403025,-0.312870297,-0.135522289,-0.305751998,-0.101309294,-0.212868635,-0.218912688,-0.108146861,-0.308190294,-0.213168944,-0.128377991,-0.182054166,-0.226245073,-0.30740826,-0.115565556,-0.243419262,-0.172686035,-0.332323972,-0.110238168,-0.461452867,-0.191507687,-0.083689314,-0.242438442
2004/06/21,-0.140098285,-0.132571897,-0.22249409,-0.149678939,-0.597941656,-0.121149509,-0.262390414,-0.239071875,-0.256067922,-0.399068217,-0.186630155,-0.181952901,-0.20387063,-0.271169608,-0.212292225,-0.132937169,-0.208312937,-0.247585212,-0.419577544,-0.302756803,-0.220904883,-0.297053137,-0.148423141,-0.364467783,-0.214515305,-0.11319782,-0.272474999,-0.180479786,-0.192032669,-0.06835728,-0.244543887,-0.137134479,-0.102586227,-0.384276788,-0.23180336,-0.117327734,-0.10834958,-0.089738832,-0.100431695,-0.103047596,-0.162423846,-0.361257644,-0.263904128,-0.329645591,-0.094258482,-0.171129789,-0.205967822,-0.21218076,-0.162218802,-0.24712035,-0.223403025,-0.312870297,-0.135522289,-0.305751998,-0.101309294,-0.212868635,-0.218912688,-0.108146861,-0.308190294,-0.213168944,-0.128377991,-0.182054166,-0.226245073,-0.30740826,-0.115565556,-0.243419262,-0.172686035,-0.332323972,-0.110238168,-0.458880627,-0.191507687,-0.083689314,-0.242438442
2004/07/07,-0.049197236,-0.132571897,-0.22249409,-0.149678939,-0.451328122,-0.121149509,-0.262390414,-0.239071875,-0.256067922,-0.397362231,-0.160121807,-0.09857848,-0.20387063,-0.271169608,-0.005193184,-0.01377915,-0.180122188,-0.247585212,-0.289647113,-0.302756803,-0.220904883,-0.297053137,-0.143249606,-0.364467783,-0.214515305,-0.11319782,-0.108930397,-0.174428105,-0.159766666,-0.06835728,-0.244543887,-0.137134479,-0.102586227,-0.384276788,0.061569984,-0.117327734,-0.10834958,-0.089738832,-0.097886315,-0.103047596,-0.161881716,-0.349324317,-0.263904128,-0.329645591,-0.094173849,-0.103880518,-0.205967822,-0.209914292,-0.159961181,-0.24712035,0.11440361,0.403058029,-0.131326653,-0.020376439,-0.084947411,-0.212868635,-0.218912688,-0.108146861,-0.304652545,-0.209695942,-0.1260861,-0.182054166,-0.226245073,-0.076445118,-0.107799397,-0.229078375,-0.091735373,-0.301350666,-0.110238168,-0.444545749,-0.142512154,-0.039147739,-0.242438442
2004/07/21,-0.140098285,-0.132571897,-0.22249409,-0.149678939,-0.597941656,-0.121149509,-0.262390414,-0.239071875,-0.256067922,-0.399068217,-0.186630155,-0.181952901,-0.20387063,-0.271169608,-0.212292225,-0.132937169,-0.208312937,-0.247585212,-0.419577544,-0.302756803,-0.220904883,-0.297053137,-0.148423141,-0.364467783,-0.214515305,-0.11319782,2.142952971,-0.180479786,-0.192032669,-0.06835728,-0.244543887,-0.137134479,-0.102586227,-0.384276788,-0.23180336,-0.117327734,-0.10834958,-0.089738832,-0.100431695,-0.103047596,-0.160531318,-0.361257644,-0.263904128,0.973843135,-0.094258482,-0.171129789,-0.205967822,-0.164184972,-0.162218802,-0.24712035,-0.223403025,-0.312870297,-0.135522289,-0.305751998,-0.101309294,-0.212868635,-0.218912688,-0.108146861,-0.308190294,-0.213168944,-0.128377991,-0.182054166,-0.226245073,-0.30740826,-0.115565556,-0.243419262,-0.172686035,-0.332323972,-0.110238168,-0.461452867,-0.191507687,-0.083689314,-0.242438442
2004/08/07,-0.105651572,-0.132571897,-0.22249409,-0.149678939,-0.26213641,-0.121149509,-0.262390414,-0.239071875,-0.087644699,-0.389657286,-0.177541579,-0.181952901,-0.20387063,-0.229364102,-0.212292225,-0.132937169,-0.171881816,-0.247585212,-0.156981304,-0.260838951,-0.220904883,-0.297053137,-0.143908056,-0.272967985,-0.214515305,-0.11319782,-0.091317901,-0.120568143,-0.062968658,-0.06835728,-0.244543887,-0.137134479,-0.101107396,-0.335453377,0.002895315,-0.107739409,-0.10834958,-0.089738832,-0.100431695,-0.103047596,-0.161871859,-0.323070999,-0.134049972,-0.155847094,-0.094123069,-0.166707919,1.017124902,-0.205781321,-0.138739545,-0.141389687,-0.223403025,0.568272258,-0.129621578,-0.305751998,-0.101309294,-0.204555073,-0.218912688,-0.108146861,-0.305936617,-0.213168944,-0.128377991,-0.182054166,-0.226245073,-0.260836573,-0.115565556,-0.170280738,-0.172686035,-0.213195874,-0.110238168,-0.436973719,-0.191507687,-0.055392314,-0.007119462
2004/08/21,-0.140098285,-0.132571897,-0.22249409,-0.149678939,-0.597941656,-0.121149509,-0.262390414,-0.239071875,-0.256067922,-0.399068217,-0.186630155,-0.181952901,-0.20387063,-0.271169608,-0.212292225,-0.132937169,-0.208312937,-0.247585212,-0.419577544,-0.302756803,-0.220904883,-0.297053137,-0.148423141,-0.364467783,-0.214515305,-0.11319782,-0.272474999,-0.180479786,-0.192032669,-0.06835728,-0.244543887,-0.137134479,-0.102586227,-0.384276788,-0.23180336,-0.117327734,-0.10834958,-0.089738832,-0.100431695,-0.103047596,-0.162423846,-0.361257644,-0.263904128,-0.329645591,-0.094258482,-0.112171524,-0.205967822,-0.17378413,-0.162218802,-0.24712035,-0.223403025,-0.312870297,-0.135522289,-0.305751998,-0.101309294,-0.212868635,-0.218912688,-0.108146861,-0.308190294,-0.195621144,-0.128377991,-0.182054166,-0.226245073,-0.30740826,-0.115565556,-0.243419262,-0.172686035,-0.332323972,-0.110238168,-0.461452867,-0.191507687,-0.083689314,-0.242438442
2004/09/07,0.096107748,-0.132571897,0.007281717,-0.149678939,-0.175143801,-0.109612232,-0.077542593,-0.239071875,-0.129750505,-0.324775985,-0.140321695,-0.181952901,1.339464188,-0.009885192,-0.070281454,-0.11860237,-0.144372601,-0.246964002,-0.196839662,-0.260838951,-0.220904883,-0.297053137,-0.122461402,-0.220682386,-0.214515305,-0.11319782,-0.138763808,-0.158953092,-1.70E-05,-0.066555418,-0.243126629,-0.137134479,-0.102462991,-6.64E-04,-0.23180336,-0.107739409,-0.10834958,-0.089594883,-0.10024934,-0.103047596,-0.150303781,-0.090768912,-0.213708404,-0.264471155,-0.091821055,-0.162601897,-0.144299281,-0.10549679,-0.149576125,-0.126285307,0.767496437,-0.262519294,-0.123147217,-0.191601774,-0.101309294,-0.171300828,-0.217313089,-0.097116686,-0.298913531,-0.211905085,-0.128377991,-0.182054166,-0.184843135,0.01011433,-0.101323298,0.609863522,-0.062735465,-0.159962633,-0.083498727,0.355401658,0.499329326,-0.018711017,-0.242438442
2004/09/21,-0.140098285,-0.132571897,-0.22249409,-0.149678939,-0.597941656,-0.121149509,-0.262390414,-0.239071875,-0.256067922,-0.347735864,-0.186630155,-0.181952901,-0.20387063,-0.271169608,-0.212292225,-0.132937169,-0.208312937,-0.247585212,-0.419577544,-0.302756803,-0.220904883,-0.297053137,-0.148423141,-0.364467783,-0.214515305,-0.11319782,-0.272474999,-0.180479786,-0.192032669,-0.06835728,-0.244543887,-0.137134479,-0.102586227,-0.384276788,-0.23180336,-0.117327734,-0.10834958,-0.089738832,-0.100431695,-0.103047596,-0.162423846,-0.361257644,-0.263904128,4.884309313,-0.094258482,-0.023734127,-0.205967822,-0.180183568,-0.162218802,-0.24712035,-0.223403025,-0.312870297,-0.135522289,-0.305751998,-0.101309294,-0.212868635,-0.218912688,-0.108146861,-0.308190294,-0.213168944,-0.128377991,-0.182054166,-0.226245073,-0.29678354,-0.115565556,-0.243419262,-0.172686035,-0.332323972,-0.110238168,-0.461452867,-0.191507687,-0.083689314,-0.242438442
2004/10/07,-0.140098285,-0.132571897,-0.22249409,-0.149678939,-0.019521137,-0.121149509,-0.262390414,-0.239071875,-0.256067922,-0.35262466,-0.186630155,-0.181952901,-0.20387063,-0.271169608,-0.212292225,-0.132937169,-0.104224018,0.813440822,0.565158356,-0.302756803,-0.220904883,-0.297053137,-0.148423141,-0.364467783,-0.214515305,-0.11319782,1.539095979,-0.180479786,-0.192032669,-0.06835728,-0.244543887,-0.137134479,-0.102586227,-0.384276788,-0.23180336,0.314146857,-0.005676494,-0.089738832,-0.100431695,-0.103047596,-0.162423846,-0.361257644,0.347174254,-0.329645591,-0.094258482,-0.171129789,-0.205967822,-0.148186377,-0.162218802,-0.24712035,-0.223403025,-0.312870297,-0.125406785,-0.305751998,-0.101309294,-0.212868635,-0.218912688,-0.108146861,-0.308190294,-0.200008094,-0.128377991,0.571111439,-0.226245073,0.259686146,-0.115565556,0.789124611,-0.172686035,-0.332323972,-0.110238168,-0.238954133,-0.191507687,-0.083689314,-0.242438442
2004/10/21,-0.140098285,-0.132571897,-0.22249409,-0.149678939,3.836615659,-0.121149509,-0.262390414,-0.239071875,-0.256067922,0.045812176,-0.186630155,-0.181952901,-0.20387063,-0.271169608,3.101292416,0.168093615,1.248931942,2.361495198,0.236913056,1.37395731,-0.220904883,-0.297053137,-0.148423141,3.295524123,-0.214515305,-0.11319782,-0.272474999,-0.180479786,-0.192032669,0.003717213,-0.244543887,-0.137134479,-0.092727354,-0.384276788,-0.23180336,-0.117327734,1.79843631,-0.089738832,0.670932639,-0.103047596,-0.131197132,-0.361257644,-0.263904128,-0.329645591,-0.094258482,-0.171129789,-0.205967822,-0.05859424,-0.162218802,-0.24712035,-0.223403025,-0.312870297,-0.027010518,-0.305751998,-0.101309294,-0.212868635,-0.218912688,-0.108146861,-0.308190294,-0.178073344,-0.128377991,0.822166641,-0.226245073,-0.230379043,-0.115565556,-0.243419262,-0.172686035,-0.332323972,-0.110238168,-0.101339309,0.690411904,-0.083689314,-0.242438442
2004/11/07,-0.140098285,-0.132571897,-0.22249409,-0.149678939,-0.405134817,-0.121149509,5.283044227,-0.239071875,-0.256067922,3.159974933,-0.186630155,-0.181952901,-0.20387063,-0.271169608,-0.212292225,0.469124399,-0.208312937,0.100292176,-0.419577544,4.727385535,-0.220904883,-0.297053137,1.273828651,-0.364467783,-0.214515305,-0.11319782,-0.272474999,-0.180479786,-0.192032669,-0.06835728,-0.244543887,-0.137134479,-0.102586227,-0.384276788,-0.23180336,-0.117327734,0.140999344,-0.089738832,-0.100431695,-0.103047596,-0.162423846,3.266473576,-0.263904128,-0.329645591,-0.094258482,-0.171129789,-0.205967822,-0.157785534,0.235122479,-0.24712035,-0.223403025,-0.312870297,-0.126326376,-0.305751998,-0.101309294,-0.212868635,-0.218912688,0.315217241,-0.308190294,-0.208781994,-0.128377991,-0.182054166,7.019094212,0.179336704,-0.115565556,0.272852674,-0.172686035,-0.332323972,-0.110238168,0.752644271,1.866304692,-0.083689314,-0.242438442
2004/11/21,0.889013041,-0.122521215,-0.045400026,0.384694405,0.479481327,-0.057053528,-0.177076035,-0.102768285,-0.126511597,0.283918008,0.350838732,0.212380623,-0.098343463,0.06924666,-0.212292225,-0.104818909,-0.066439358,-0.17757648,0.963621698,-0.019926456,0.128997952,0.994185519,0.056740339,0.727496835,-0.182354831,-0.11319782,0.538750466,0.131135239,-0.104342082,-0.024003746,0.631602088,0.884781803,-0.101672566,0.134360181,-0.23180336,-0.112586255,-0.098227336,-0.089738832,-0.089462303,-0.100441805,0.442870252,0.531722349,-0.011946214,0.080977231,-0.092930397,0.288096781,0.200412049,-0.209325626,0.438159507,-0.182055327,-0.223403025,-0.312870297,-0.096594946,-0.180312192,-0.101309294,0.159749445,1.133118108,0.022161796,0.63302304,0.287462406,-0.105529599,0.144961328,-0.106816404,0.147561058,-0.076554154,0.796815109,-0.062105925,-0.22675815,-0.089911353,-0.089768941,-0.182462358,-0.059503844,0.994925646
2004/12/07,-0.140098285,-0.132571897,-0.22249409,-0.149678939,-0.405134817,-0.121149509,1.586087799,-0.239071875,-0.256067922,0.850019042,-0.186630155,-0.181952901,-0.20387063,-0.271169608,-0.212292225,-0.132937169,-0.208312937,-0.143221995,-0.419577544,0.256147901,-0.220904883,-0.297053137,-0.133372858,-0.364467783,-0.214515305,-0.11319782,-0.272474999,-0.180479786,-0.192032669,-0.06835728,-0.244543887,-0.137134479,-0.102586227,-0.384276788,-0.23180336,0.745621447,-0.098571191,-0.089738832,-0.079156871,-0.103047596,-0.149176149,-0.361257644,10.04804357,0.104850651,-0.094258482,-0.171129789,-0.205967822,0.249645371,-0.162218802,-0.24712035,2.178777489,-0.312870297,-0.133070045,-0.305751998,-0.101309294,-0.102021151,-0.218912688,-0.108146861,-0.308190294,-0.204395044,-0.128377991,-0.182054166,-0.226245073,-0.093143082,-0.115565556,-0.243419262,-0.172686035,-0.332323972,-0.110238168,-0.440874949,-0.191507687,-0.083689314,-0.242438442
2004/12/21,-0.140098285,-0.132571897,0.145848806,-0.149678939,-0.597941656,-0.121149509,-0.262390414,-0.239071875,-0.256067922,-0.144850849,-0.186630155,-0.181952901,-0.20387063,-0.271169608,-0.212292225,-0.132937169,-0.208312937,-0.247585212,-0.419577544,-0.302756803,-0.220904883,-0.297053137,-0.148423141,-0.364467783,-0.214515305,-0.11319782,-0.272474999,-0.180479786,-0.192032669,-0.06835728,-0.244543887,-0.137134479,-0.08286848,-0.384276788,-0.23180336,-0.117327734,-0.10834958,-0.089738832,-0.084019688,-0.103047596,-0.154853734,-0.361257644,7.756499633,3.580820587,-0.094258482,-0.082692392,-0.205967822,-0.064993679,-0.162218802,-0.24712035,-0.223403025,-0.312870297,-0.135522289,-0.305751998,-0.101309294,0.119673816,-0.218912688,-0.108146861,-0.308190294,-0.204395044,-0.091707733,-0.182054166,-0.226245073,-0.291471181,-0.115565556,-0.243419262,-0.172686035,-0.332323972,-0.110238168,-0.422869271,-0.191507687,0.042075132,-0.242438442
